"","Identifiant","Date (AAAA/MM/JJ)","Heure","Intensité épicentrale","Qualité intensité épicentrale","Nom","Région épicentrale","Choc"
"","680078","1936/03/09","6 h 58 min","5","A","SUNDGAU (ALTKIRCH)","ALSACE",""
"","680079","1936/03/09","12 h 56 min","4.5","C","SUNDGAU (ALTKIRCH)","ALSACE","REPLIQUE"
"","680081","1936/03/09","23 h","3","B","SUNDGAU (ALTKIRCH)","ALSACE","REPLIQUE"
"","260158","1936/03/16","16 h 11 min","4.5","C","TRICASTIN (ROUSSAS)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260159","1936/04/02","14 h 11 min 25 sec","2","I","TRICASTIN (GRANGES-GONTARDES)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260160","1936/04/08","","5","A","TRICASTIN (GRANGES-GONTARDES)","DAUPHINE","GROUPE DE SECOUSSES D UN ESSAIM"
"","740079","1936/04/17","3 h 19 min 5 sec","7","B","AVANT-PAYS SAVOYARD (FRANGY)","ALPES SAVOYARDES",""
"","710009","1936/04/17","3 h 20 min","4.5","B","COTE MACONNAISE (CHARBONNIERES)","BOURGOGNE",""
"","260162","1936/04/18","0 h 22 min","4.5","I","TRICASTIN (GRANGES-GONTARDES)","DAUPHINE","GROUPE DE SECOUSSES D UN ESSAIM"
"","650347","1936/04/25","11 h 30 min 38 sec","5","B","BIGORRE (ASQUE)","PYRENEES CENTRALES","GROUPE DE SECOUSSES D UN ESSAIM"
"","650348","1936/04/25","21 h 11 min","5.5","B","BIGORRE (CAMPAN)","PYRENEES CENTRALES",""
"","60110","1936/04/26","19 h 45 min","5","C","ALPES NICOISES (SOSPEL)","ALPES MARITIMES",""
"","650349","1936/04/26","6 h 43 min 50 sec","5","B","BIGORRE (CAMPAN)","PYRENEES CENTRALES","REPLIQUE"
"","650351","1936/05/04","20 h 9 min 35 sec","3","B","BIGORRE (BEAUDEAN)","PYRENEES CENTRALES",""
"","260164","1936/05/04","22 h 34 min 50 sec","5","A","TRICASTIN (GRANGES-GONTARDES)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","250021","1936/05/31","5 h 39 min","4","B","AVANT-PAYS JURASSIEN (SELONCOURT)","FRANCHE-COMTE",""
"","260169","1936/07/07","1 h","5","C","TRICASTIN (GRANGES-GONTARDES)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","1130106","1936/07/09","1 h 10 min","5","B","PIEMONT (CUNEO)","ITALIE",""
"","260170","1936/07/10","4 h","5","I","TRICASTIN (GRANGES-GONTARDES)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","160042","1936/08/05","22 h","4","C","ANGOUMOIS (LA ROCHEFOUCAULD ?)","CHARENTES",""
"","1130315","1936/08/11","12 h 36 min","3","I","PIEMONT (VERCELLI)","ITALIE",""
"","160044","1936/08/24","22 h 10 min","4.5","B","ANGOUMOIS (ANGOULEME)","CHARENTES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","1130316","1936/10/17","3 h 42 min","4","B","PIEMONT (OROPA)","ITALIE",""
"","1130317","1936/10/17","6 h 28 min","3","B","PIEMONT (OROPA)","ITALIE","REPLIQUE"
"","1130318","1936/11/01","4 h 2 min","4","C","PIEMONT (ISSIME)","ITALIE",""
"","560030","1936/11/27","6 h 50 min","5","B","VANNETAIS (LOCMARIAQUER)","BRETAGNE",""
"","1130078","1936/12/11","17 h 25 min 8 sec","6","B","PIEMONT (PIGNA)","ITALIE",""
"","260173","1937/01/01","6 h 55 min","5","A","BAS-PLATEAUX DAUPHINOIS (ST-SORLIN-EN-V.)","DAUPHINE",""
"","850048","1937/01/08","15 h 34 min","3.5","I","COTE VENDEENNE (ST-GILLES-CROIX-DE-VIE)","PAYS NANTAIS ET VENDEEN",""
"","850047","1937/01/08","14 h 24 min","3.5","I","COTE VENDEENNE (ST-GILLES-CROIX-DE-VIE)","PAYS NANTAIS ET VENDEEN",""
"","380051","1937/01/17","1 h","4","B","GRESIVAUDAN (GRENOBLE)","DAUPHINE",""
"","850049","1937/03/10","1 h 6 min","3.5","I","COTE VENDEENNE (ST-GILLES-CROIX-DE-VIE)","PAYS NANTAIS ET VENDEEN",""
"","650352","1937/06/05","3 h 25 min 50 sec","4","B","BIGORRE (BEAUDEAN)","PYRENEES CENTRALES",""
"","650353","1937/06/05","21 h 30 min","5","I","BIGORRE (VIZOS)","PYRENEES CENTRALES","GROUPE DE SECOUSSES D UN ESSAIM"
"","700009","1937/09/16","22 h","2.5","C","AVANT-PAYS JURASSIEN (MONTBOZON)","FRANCHE-COMTE",""
"","700010","1937/09/18","15 h 12 min 20 sec","4.5","B","PLATEAU DE HAUTE-SAONE (VESOUL)","FRANCHE-COMTE",""
"","40140","1937/09/30","12 h","6","I","MOYENNE-DURANCE (LURS)","ALPES PROVENCALES",""
"","50050","1937/12/17","3 h 11 min 20 sec","6","C","QUEYRAS (GUILLESTRE)","ALPES DAUPHINOISES",""
"","50052","1938/02/15","2 h 32 min","6","C","EMBRUNAIS (CHATEAUROUX)","ALPES DAUPHINOISES",""
"","50055","1938/02/28","4 h 40 min","4","C","EMBRUNAIS (CHATEAUROUX)","ALPES DAUPHINOISES","REPLIQUE"
"","660080","1938/04/15","3 h 37 min","5","C","PLATEAU DE SAULT (MONTFORT-SUR-BOULZANE)","LANGUEDOC",""
"","260174","1938/04/29","4 h 23 min","4.5","B","TRICASTIN (LA GARDE-ADHEMAR)","DAUPHINE",""
"","1150027","1938/05/06","4 h 58 min","5.5","E","ATLANTIQUE (W. ILE D'OLERON)","CHARENTES",""
"","640316","1938/05/09","20 h 30 min","3.5","I","OSSAU (SEVIGNACQ-MEYRACQ)","PYRENEES OCCIDENTALES",""
"","50056","1938/05/27","","5","I","QUEYRAS (GUILLESTRE)","ALPES DAUPHINOISES","PRECURSEUR"
"","40087","1938/06/09","22 h 20 min","4","B","MOYENNE-DURANCE (VOLONNE)","ALPES PROVENCALES",""
"","1100014","1938/06/11","10 h 57 min 34 sec","7","A","FLANDRES (RENAIX-OUDENAARDE)","BELGIQUE",""
"","1100016","1938/06/12","13 h 25 min 53 sec","5","E","FLANDRES (RENAIX-OUDENAARDE)","BELGIQUE","REPLIQUE"
"","840076","1938/07/05","17 h 30 min","5","C","BASSE-DURANCE (MIRABEAU)","VAUCLUSE",""
"","50057","1938/07/18","0 h 57 min","7","C","QUEYRAS (GUILLESTRE)","ALPES DAUPHINOISES",""
"","1120027","1938/09/23","1 h 52 min","4.5","E","MASSIF DU MONT-BLANC (N-E. COURMAYEUR)","ITALIE",""
"","640317","1938/10/11","4 h 10 min","4","B","OSSAU (SEVIGNACQ-MEYRACQ)","PYRENEES OCCIDENTALES",""
"","640318","1938/10/25","19 h 30 min","4","C","BEARN (ESCOT)","PYRENEES OCCIDENTALES",""
"","640319","1938/10/26","19 h 10 min","3","I","BEARN (ESCOT)","PYRENEES OCCIDENTALES","REPLIQUE"
"","380053","1938/12/08","7 h 35 min 56 sec","6","A","BAS-PLATEAUX DAUPHINOIS (LA SONE)","DAUPHINE",""
"","50062","1938/12/10","3 h 10 min","5","B","UBAYE (LE LAUZET)","ALPES PROVENCALES","GROUPE DE SECOUSSES D UN ESSAIM"
"","1130362","1938/12/23","17 h 34 min","6","C","CANAVESE (LOCANA)","ITALIE",""
"","40088","1939/02/27","9 h 45 min","3","B","UBAYE (BARCELONNETTE)","ALPES PROVENCALES",""
"","380057","1939/03/05","23 h 23 min","5","B","BAS-PLATEAUX DAUPHINOIS (BREZINS)","DAUPHINE",""
"","40089","1939/03/10","0 h 45 min","4","C","UBAYE (ST-PAUL ?)","ALPES PROVENCALES",""
"","1130102","1939/03/20","3 h 3 min","5","E","PIEMONT (TORRE PELLICE ?)","ITALIE",""
"","640320","1939/03/30","1 h 34 min","4","B","OSSAU (SEVIGNACQ-MEYRACQ)","PYRENEES OCCIDENTALES",""
"","90029","1939/04/08","21 h","3","I","DONEZAN (AX-LES-THERMES)","PYRENEES CENTRALES","PRECURSEUR"
"","90020","1939/04/09","3 h 44 min","5.5","B","DONEZAN (AX-LES-THERMES)","PYRENEES CENTRALES",""
"","440047","1939/04/30","5 h 5 min","4","B","PAYS DE NANTES (NORT-SUR-ERDRE)","PAYS NANTAIS ET VENDEEN",""
"","120003","1939/05/16","4 h 5 min","6","B","VALLEE DE L'AVEYRON (SEVERAC-LE-CHATEAU)","QUERCY-ROUERGUE",""
"","640321","1939/06/15","13 h 27 min","3","I","OSSAU (SEVIGNACQ-MEYRACQ)","PYRENEES OCCIDENTALES",""
"","650434","1939/07/18","0 h 40 min","5","C","BIGORRE (BAREGES)","PYRENEES CENTRALES",""
"","1120272","1939/08/23","10 h 47 min 33 sec","4.5","I","BAS-VALAIS (MARTIGNY)","SUISSE",""
"","160045","1939/12/13","4 h 3 min","5","C","ANGOUMOIS (HIERSAC)","CHARENTES",""
"","650354","1939/12/25","","4.5","I","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",""
"","360021","1940/03/31","15 h 32 min","3","I","CHAMPAGNE BERRICHONNE (CHATEAUROUX)","BERRY",""
"","50064","1940/04/29","2 h 21 min 48 sec","5","C","QUEYRAS (LA ROCHE-DE-RAME)","ALPES DAUPHINOISES",""
"","1130104","1941/02/23","20 h 18 min","6","E","PIEMONT (PRAZZO ?)","ITALIE",""
"","640323","1941/03/12","1 h 20 min","4","B","BEARN (W. BILHERES)","PYRENEES OCCIDENTALES",""
"","650355","1941/03/12","6 h 45 min","4","B","LAVEDAN (W. ARRAS-EN-LAVEDAN)","PYRENEES CENTRALES",""
"","380058","1941/08/10","19 h 20 min","6","A","BAS-PLATEAUX DAUPHINOIS (LA COTE-SAINT-ANDRE)","DAUPHINE",""
"","650356","1941/09/17","13 h 36 min 55 sec","5","I","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",""
"","380060","1942/02/12","16 h 2 min","5.5","C","BAS-PLATEAUX DAUPHINOIS (LE GRAND-LEMPS)","DAUPHINE",""
"","50066","1942/03/15","23 h 30 min","5","B","EMBRUNAIS (LES ORRES)","ALPES DAUPHINOISES",""
"","50067","1942/03/19","6 h 5 min","4","E","QUEYRAS (W. ABRIES)","ALPES DAUPHINOISES",""
"","440050","1942/07/04","11 h 52 min","4","B","PAYS DE RETZ (PREFAILLES ?)","PAYS NANTAIS ET VENDEEN",""
"","1120273","1942/07/18","15 h 46 min 5 sec","3.5","I","JURA SUISSE (BALE)","SUISSE",""
"","740082","1942/10/10","17 h 8 min","4.5","C","GENEVOIS (LE PETIT-BORNAND)","ALPES SAVOYARDES",""
"","40090","1943/01/30","21 h 5 min","5","B","UBAYE (LARCHE)","ALPES PROVENCALES",""
"","1110077","1943/05/02","1 h 8 min 1 sec","7","B","JURA SOUABE (EBINGEN)","ALLEMAGNE",""
"","1130550","1943/05/22","19 h 4 min","5","C","PIEMONT (SUSA)","ITALIE",""
"","1110078","1943/05/28","0 h 24 min 6 sec","7","B","JURA SOUABE (BALINGEN)","ALLEMAGNE",""
"","650357","1943/09/28","8 h 45 min","5","B","BIGORRE (GAZOST)","PYRENEES CENTRALES",""
"","1120274","1943/10/06","21 h 22 min 35 sec","4","C","JURA SUISSE (MOUTIER)","SUISSE",""
"","650358","1943/12/26","13 h 42 min 21 sec","5.5","B","BIGORRE (ARREAU)","PYRENEES CENTRALES",""
"","560031","1944/12/11","0 h 24 min","4","B","VANNETAIS (ST-AVE)","BRETAGNE",""
"","560032","1945/01/06","22 h 30 min","4","B","LANDES DE LANVAUX (ROCHEFORT-EN-TERRE)","BRETAGNE",""
"","50068","1945/01/31","3 h 2 min 16 sec","5","C","EMBRUNAIS (EMBRUN)","ALPES DAUPHINOISES",""
"","1150029","1945/10/15","21 h 48 min","5","B","PAYS DE RETZ (W. BOURGNEUF-EN-RETZ)","PAYS NANTAIS ET VENDEEN",""
"","560033","1945/10/15","19 h 15 min","5","B","LANDES DE LANVAUX (BAUD)","BRETAGNE",""
"","50069","1946/01/01","6 h 15 min","3.5","I","QUEYRAS (GUILLESTRE)","ALPES DAUPHINOISES",""
"","850034","1946/01/15","3 h 20 min","4.5","B","MARAIS BRETON (COMMEQUIERS ?)","PAYS NANTAIS ET VENDEEN",""
"","640324","1946/01/24","2 h 40 min","5","C","BEARN (ISSOR ?)","PYRENEES OCCIDENTALES",""
"","1120028","1946/01/25","17 h 32 min 8 sec","7.5","A","VALAIS (CHALAIS)","SUISSE",""
"","1120031","1946/01/26","3 h 15 min 23 sec","7","E","VALAIS (CHALAIS)","SUISSE","REPLIQUE"
"","650359","1946/04/16","11 h 50 min","4.5","B","OSSAU (LARUNS)","PYRENEES OCCIDENTALES",""
"","1120033","1946/05/30","4 h 41 min 38 sec","7","B","VALAIS (CHALAIS)","SUISSE","REPLIQUE"
"","900009","1946/07/16","5 h 10 min","4","E","TERRITOIRE DE BELFORT (GIROMAGNY ?)","FRANCHE-COMTE",""
"","300014","1946/09/30","9 h 15 min","6.5","B","COSTIERE (LE PONT-DU-GARD)","CEVENNES",""
"","290028","1946/11/15","4 h 34 min","5","B","MONTS D'ARREE (HUELGOAT)","BRETAGNE",""
"","160046","1946/12/01","2 h 50 min","5","B","ANGOUMOIS (VERVANT)","CHARENTES",""
"","730164","1947/01/24","2 h 30 min","5","B","BAUGES (LESCHERAINES)","ALPES SAVOYARDES",""
"","1130122","1947/02/17","0 h 12 min","7.5","C","PIEMONT (PRAZZO ?)","ITALIE",""
"","650360","1947/02/28","5 h","3","B","BIGORRE (SARRANCOLIN)","PYRENEES CENTRALES",""
"","740083","1947/03/29","3 h 58 min 44 sec","4.5","B","GENEVOIS (ST-MARTIN-BELLEVUE)","ALPES SAVOYARDES",""
"","1110079","1947/04/14","21 h 30 min 41 sec","6","E","JURA SOUABE (EBINGEN)","ALLEMAGNE",""
"","730165","1947/05/27","16 h 57 min","6","A","LAC DU BOURGET (JONGIEUX)","ALPES SAVOYARDES",""
"","1110080","1947/06/28","11 h 13 min 12 sec","6.5","E","JURA SOUABE (ONSMETTINGEN)","ALLEMAGNE",""
"","740084","1947/08/30","6 h 47 min 42 sec","4.5","C","MASSIF DU MONT-BLANC (VALLORCINE)","ALPES SAVOYARDES",""
"","440051","1947/09/22","9 h 22 min","5","A","BRIERE ORIENTALE (PRINQUIAUD)","PAYS NANTAIS ET VENDEEN",""
"","560035","1947/09/24","23 h 25 min","3","I","VANNETAIS (VANNES)","BRETAGNE",""
"","310024","1947/12/13","0 h 7 min","5","B","COUSERANS (COL D'AUREAN)","PYRENEES CENTRALES",""
"","640326","1948/01/17","5 h 6 min 50 sec","5.5","B","BEARN (OLORON-SAINTE-MARIE)","PYRENEES OCCIDENTALES",""
"","50070","1948/01/19","5 h 27 min","4","C","QUEYRAS (COL DES AYES)","ALPES DAUPHINOISES",""
"","1110081","1948/01/27","3 h 17 min","5.5","E","JURA SOUABE (ONSMETTINGEN)","ALLEMAGNE",""
"","540008","1948/02/25","3 h 40 min 17 sec","4","B","HAUTES-VOSGES (VAGNEY)","VOSGES",""
"","650361","1948/03/16","11 h 40 min 28 sec","6","B","BIGORRE (CHEUST-JUNCALAS)","PYRENEES CENTRALES",""
"","650363","1948/03/31","20 h 15 min","4","I","BIGORRE (NESTIER)","PYRENEES CENTRALES",""
"","640327","1948/05/29","5 h 5 min","5","B","BEARN (ARETTE)","PYRENEES OCCIDENTALES",""
"","1110082","1948/06/06","14 h 9 min","5","E","VALLEE DU RHIN (KARLSRUHE)","ALLEMAGNE","PRECURSEUR"
"","1110083","1948/06/07","7 h 15 min 19 sec","7","B","VALLEE DU RHIN (KARLSRUHE)","ALLEMAGNE",""
"","680135","1948/08/27","7 h 13 min 56 sec","2","I","SUNDGAU (FERRETTE)","ALSACE",""
"","230017","1948/09/20","20 h 40 min","4.5","B","HAUTE-MARCHE (AZERABLES)","LIMOUSIN",""
"","740086","1948/10/01","18 h 45 min","3.5","I","CHABLAIS (SAMOENS)","ALPES SAVOYARDES",""
"","230018","1948/10/01","4 h 40 min","3","I","HAUTE-MARCHE (AZERABLES)","LIMOUSIN",""
"","360022","1948/10/27","2 h 20 min","4","I","MARCHE-BOISCHAUT (MONTCHEVRIER)","BERRY",""
"","1130133","1948/11/13","9 h 52 min 12 sec","6","B","SARDAIGNE","ITALIE",""
"","230019","1948/12/23","17 h 33 min 28 sec","4","C","HAUTE-MARCHE (AZERABLES)","LIMOUSIN",""
"","50071","1949/01/01","1 h 20 min","4","C","QUEYRAS (W. COL DE PARPAILLON)","ALPES DAUPHINOISES",""
"","500047","1949/01/29","22 h 50 min","5","C","BOCAGE NORMAND (PERCY)","NORMANDIE",""
"","230021","1949/01/31","20 h 43 min","4","B","MARCHE-BOISCHAUT (EGUZON)","BERRY",""
"","1140056","1949/02/12","1 h","5","B","PAYS BASQUE (BAIGORRY)","PYRENEES OCCIDENTALES",""
"","40091","1949/02/17","4 h 38 min 21 sec","5","A","UBAYE (BARCELONNETTE)","ALPES PROVENCALES",""
"","790020","1949/02/25","20 h 19 min","4","B","GATINE (CLESSE)","POITOU",""
"","370018","1949/03/06","2 h 17 min","5","B","PLATEAU DE SAINTE-MAURE (S-W. LIGUEIL)","TOURAINE",""
"","40092","1949/03/22","18 h 45 min","6","A","UBAYE (LE LAUZET)","ALPES PROVENCALES",""
"","1100078","1949/04/03","12 h 33 min 41 sec","7","C","HAINAUT (HAVRE)","BELGIQUE",""
"","650364","1949/04/30","19 h 43 min","4","I","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",""
"","710010","1949/05/13","7 h 24 min 15 sec","5","B","MONTS DU MORVAN (ANOST)","BOURGOGNE",""
"","650365","1949/06/03","21 h 15 min 49 sec","4","B","BIGORRE (CHEUST)","PYRENEES CENTRALES",""
"","740087","1949/08/29","18 h 50 min","3","I","MASSIF DU MONT-BLANC (VALLORCINE)","ALPES SAVOYARDES",""
"","40094","1949/12/11","18 h 15 min","3.5","B","PREALPES DE DIGNE (DIGNE)","ALPES PROVENCALES",""
"","1150101","1950/01/09","20 h 40 min","5","C","MANCHE (DETROIT DE CALAIS-DOUVRES)","GRANDE-BRETAGNE",""
"","40095","1950/01/16","7 h 45 min","4","C","UBAYE (LE LAUZET)","ALPES PROVENCALES","GROUPE DE SECOUSSES D UN ESSAIM"
"","650366","1950/01/31","10 h 49 min","7","C","BIGORRE (CAMPAN)","PYRENEES CENTRALES",""
"","1110197","1950/03/08","4 h 27 min 4 sec","6.5","B","HAUTES-FAGNES (EUSKIRCHEN)","ALLEMAGNE",""
"","170075","1950/04/05","20 h 5 min","5","A","MARAIS POITEVIN (COURCON)","CHARENTES",""
"","650367","1950/04/20","8 h 55 min","3","I","BIGORRE (NESTIER)","PYRENEES CENTRALES",""
"","1140027","1950/06/21","19 h 22 min","6","C","CATALOGNE (BOREN)","ESPAGNE",""
"","110005","1950/06/28","23 h 27 min 17 sec","6.5","K","CORBIERES (CAMPLONG-D'AUDE)","LANGUEDOC",""
"","110010","1950/06/30","8 h","4.5","I","CORBIERES (LANET)","LANGUEDOC","REPLIQUE"
"","230022","1950/07/11","7 h 50 min","4.5","B","HAUTE-MARCHE (GUERET)","LIMOUSIN",""
"","1120275","1950/08/03","10 h 30 min 33 sec","5","C","JURA SUISSE (BALE)","SUISSE",""
"","680082","1950/08/14","0 h 35 min 32 sec","4","B","VOSGES ALSACIENNES (MUNSTER)","ALSACE",""
"","790021","1950/09/10","5 h 43 min","5","B","BOCAGE VENDEEN (CERISAY)","POITOU",""
"","660081","1950/10","6 h 50 min","4.5","I","CONFLENT (FINESTRET)","PYRENEES ORIENTALES",""
"","850035","1950/10/07","13 h 34 min 22 sec","4.5","B","BOCAGE VENDEEN (LA CHAIZE-LE-VICOMTE)","PAYS NANTAIS ET VENDEEN",""
"","350035","1950/11/17","2 h 6 min 30 sec","5","B","PAYS DINANNAIS (ST-SULIAC)","BRETAGNE",""
"","740088","1950/11/23","23 h 0 min 36 sec","4","B","GENEVOIS (DINGY-SAINT-CLAIR)","ALPES SAVOYARDES",""
"","640328","1950/12/28","6 h 25 min","5","I","BEARN (LOURDIOS-ICHERE)","PYRENEES OCCIDENTALES",""
"","220023","1951/01/23","2 h 50 min","5","E","TREGOR (GUINGAMP)","BRETAGNE",""
"","30021","1951/02/27","16 h 30 min","2.5","I","BOIS NOIRS (LA GUILLERMIE)","BOURBONNAIS",""
"","30020","1951/02/27","14 h 21 min","2.5","I","BOIS NOIRS (LA GUILLERMIE)","BOURBONNAIS",""
"","30022","1951/02/28","17 h 29 min","2.5","I","BOIS NOIRS (LA GUILLERMIE)","BOURBONNAIS",""
"","1110096","1951/03/14","9 h 46 min 58 sec","7.5","B","HAUTES-FAGNES (EUSKIRCHEN)","ALLEMAGNE",""
"","660082","1951/07/17","6 h 13 min","5","A","CONFLENT (VILLEFRANCHE-DE-CONFLENT)","PYRENEES ORIENTALES",""
"","650368","1951/08/26","18 h 9 min","5","I","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",""
"","680136","1951/08/30","1 h 21 min 58 sec","2","I","SUNDGAU (FERRETTE)","ALSACE",""
"","650369","1951/09/16","7 h 57 min","3.5","I","BIGORRE (NESTIER)","PYRENEES CENTRALES",""
"","60114","1951/11/17","21 h 15 min","3.5","I","COTE D'AZUR (GORBIO)","ALPES MARITIMES",""
"","40158","1951/11/18","22 h","3","I","LUBERON ORIENTAL (MONTFURON)","ALPES PROVENCALES",""
"","1130080","1951/11/22","1 h","4","I","MEDITERRANEE (S. MONACO)","ALPES MARITIMES",""
"","50093","1951/11/29","1 h 15 min","3","I","EMBRUNAIS (CHAMPCELLA)","ALPES DAUPHINOISES",""
"","40099","1951/11/30","6 h 8 min","7.5","B","HAUT-VERDON (CHASTEUIL)","ALPES PROVENCALES",""
"","90022","1951/12/03","17 h 20 min","5","C","DONEZAN (AX-LES-THERMES)","PYRENEES CENTRALES",""
"","650370","1951/12/14","4 h 5 min","4","B","BIGORRE (E. LUZ-SAINT-SAUVEUR)","PYRENEES CENTRALES",""
"","40102","1951/12/18","21 h 5 min","4","B","UBAYE (FAUCON)","ALPES PROVENCALES",""
"","640329","1952/01/13","21 h 50 min 36 sec","5","B","BEARN (ARETTE)","PYRENEES OCCIDENTALES",""
"","650371","1952/01/25","22 h 51 min 20 sec","5","B","BIGORRE (PRECHAC)","PYRENEES CENTRALES",""
"","640330","1952/02/07","14 h 28 min 19 sec","6","B","BEARN (ARETTE)","PYRENEES OCCIDENTALES",""
"","640331","1952/02/08","7 h 40 min 34 sec","5","B","BEARN (ARETTE)","PYRENEES OCCIDENTALES","REPLIQUE"
"","1110085","1952/02/24","21 h 55 min 30 sec","6.5","B","VALLEE DU RHIN (LUDWIGSHAFEN)","ALLEMAGNE",""
"","650372","1952/02/26","19 h 5 min 11 sec","4.5","C","BIGORRE (LOURDES)","PYRENEES CENTRALES",""
"","640501","1952/03/14","9 h 15 min","4","B","BEARN (LOURDIOS-ICHERE)","PYRENEES OCCIDENTALES",""
"","650373","1952/03/30","0 h 23 min","3","I","BIGORRE (ST-LARY-SOULAN)","PYRENEES CENTRALES",""
"","650374","1952/04/05","0 h 5 min 22 sec","6","B","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",""
"","640332","1952/04/09","7 h 40 min","3","I","BEARN (ARETTE)","PYRENEES OCCIDENTALES",""
"","640333","1952/04/23","23 h 40 min","4","I","BEARN (OLORON-SAINTE-MARIE)","PYRENEES OCCIDENTALES",""
"","650375","1952/05/03","20 h 13 min","4.5","I","BIGORRE (LOURDES)","PYRENEES CENTRALES",""
"","310026","1952/05/06","6 h 32 min","4","B","HAUT-COMMINGES (LUCHON)","PYRENEES CENTRALES",""
"","680083","1952/05/09","14 h 10 min","5","C","PLAINE DE HAUTE-ALSACE (GUEBWILLER)","ALSACE",""
"","310027","1952/05/26","19 h 30 min","3.5","I","HAUT-COMMINGES (ARGUENOS)","PYRENEES CENTRALES",""
"","260175","1952/06/08","21 h 26 min 10 sec","7","A","BARONNIES (PIERRELONGUE)","DAUPHINE",""
"","640334","1952/07/16","21 h 35 min","3","I","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",""
"","640335","1952/07/19","22 h 55 min","3","I","BEARN (CETTE-EYGUN)","PYRENEES OCCIDENTALES",""
"","640430","1952/07/29","","3","I","PAYS BASQUE (AHETZE)","PYRENEES OCCIDENTALES",""
"","640336","1952/07/30","11 h 47 min 19 sec","5.5","C","PAYS BASQUE (USTARITZ)","PYRENEES OCCIDENTALES",""
"","670095","1952/08/10","21 h 22 min 27 sec","5","B","OUTRE-FORET (WISSEMBOURG)","ALSACE",""
"","670096","1952/09/29","16 h 45 min 10 sec","6.5","B","OUTRE-FORET (WISSEMBOURG)","ALSACE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","670098","1952/10/06","22 h 27 min 40 sec","5.5","B","OUTRE-FORET (WISSEMBOURG)","ALSACE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","670102","1952/10/08","5 h 17 min","6.5","B","OUTRE-FORET (WISSEMBOURG)","ALSACE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","670128","1952/10/08","19 h 8 min","5","I","OUTRE-FORET (WISSEMBOURG)","ALSACE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","730166","1952/10/26","20 h 30 min","5","I","MAURIENNE (ST-ETIENNE-DE-CUINES)","ALPES SAVOYARDES",""
"","40103","1953/01/08","9 h 2 min","4","B","PREALPES DE DIGNE (MIRABEAU)","ALPES PROVENCALES",""
"","380061","1953/03/25","3 h 29 min","3","C","CHARTREUSE (ST-PIERRE-DE-CHARTREUSE)","DAUPHINE",""
"","50073","1953/06/07","20 h 49 min","4","B","QUEYRAS (L'ARGENTIERE-LA-BESSEE)","ALPES DAUPHINOISES",""
"","660083","1953/06/12","2 h 50 min","3.5","B","PLAINE DU ROUSSILLON (PEYRESTORTES ? )","PYRENEES ORIENTALES",""
"","680084","1953/08/12","21 h 40 min","5","B","JURA SUISSE (BELLELAY)","SUISSE",""
"","650376","1953/09/01","11 h 40 min","4.5","B","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",""
"","650377","1953/10/13","9 h 45 min 46 sec","6","B","BIGORRE (CAMPAN)","PYRENEES CENTRALES",""
"","650378","1953/12/02","2 h 37 min 9 sec","5","B","BIGORRE (BEAUDEAN)","PYRENEES CENTRALES",""
"","90024","1953/12/16","21 h 10 min","4","B","COUSERANS (CASTILLON)","PYRENEES CENTRALES",""
"","1110198","1954/02/01","2 h 51 min 39 sec","5","B","HAUTES-FAGNES (EUSKIRCHEN)","ALLEMAGNE",""
"","110006","1954/02/14","8 h 23 min","5","B","PAYS DE SAULT (ESPEZEL)","LANGUEDOC",""
"","1120035","1954/05/19","9 h 34 min 55 sec","7","B","VALAIS (N-W. SION)","SUISSE",""
"","1120036","1954/06/14","5 h 35 min 8 sec","5","B","VALAIS (SION)","SUISSE","REPLIQUE"
"","440053","1954/07/18","5 h 45 min","4","B","PAYS DE CHATEAUBRIANT (ISSE)","PAYS NANTAIS ET VENDEEN",""
"","1120037","1954/07/29","4 h 42 min 26 sec","6.5","B","VALAIS (MONTANA)","SUISSE",""
"","230023","1954/11/02","20 h 58 min","5","A","HAUTE-MARCHE (ST-ETIENNE-DE-FURSAC)","LIMOUSIN",""
"","730167","1954/11/09","19 h 5 min","5.5","B","CHAUTAGNE (SERRIERES)","ALPES SAVOYARDES",""
"","650379","1954/12/07","23 h 36 min","4","C","BIGORRE (JUNCALAS ?)","PYRENEES CENTRALES",""
"","170076","1955/01/07","8 h 21 min 20 sec","5","B","ILE D'OLERON","CHARENTES",""
